T30,Internet Usage,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
626,Timor-Leste,2015,Percentage of individuals using the internet,18.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
626,Timor-Leste,2020,Percentage of individuals using the internet,32.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
626,Timor-Leste,2021,Percentage of individuals using the internet,35.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
626,Timor-Leste,2022,Percentage of individuals using the internet,34.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
626,Timor-Leste,2023,Percentage of individuals using the internet,34.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
768,Togo,2005,Percentage of individuals using the internet,1.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
768,Togo,2010,Percentage of individuals using the internet,3.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
768,Togo,2015,Percentage of individuals using the internet,7.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
768,Togo,2020,Percentage of individuals using the internet,29.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
768,Togo,2021,Percentage of individuals using the internet,30.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
768,Togo,2022,Percentage of individuals using the internet,35.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
768,Togo,2023,Percentage of individuals using the internet,37.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
776,Tonga,2005,Percentage of individuals using the internet,4.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
776,Tonga,2010,Percentage of individuals using the internet,16.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
776,Tonga,2015,Percentage of individuals using the internet,38.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
776,Tonga,2021,Percentage of individuals using the internet,57.5,"Private household residence only, not including visitors. Have mobile phone and use for internet last three weeks.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
776,Tonga,2022,Percentage of individuals using the internet,57.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
776,Tonga,2023,Percentage of individuals using the internet,58.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
780,Trinidad and Tobago,2005,Percentage of individuals using the internet,29.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
780,Trinidad and Tobago,2010,Percentage of individuals using the internet,48.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
780,Trinidad and Tobago,2015,Percentage of individuals using the internet,65.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
780,Trinidad and Tobago,2020,Percentage of individuals using the internet,77.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
780,Trinidad and Tobago,2021,Percentage of individuals using the internet,84.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
780,Trinidad and Tobago,2022,Percentage of individuals using the internet,84.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
780,Trinidad and Tobago,2023,Percentage of individuals using the internet,84.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
788,Tunisia,2005,Percentage of individuals using the internet,9.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
788,Tunisia,2010,Percentage of individuals using the internet,36.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
788,Tunisia,2015,Percentage of individuals using the internet,46.5,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
788,Tunisia,2020,Percentage of individuals using the internet,68.6,Estimate.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
788,Tunisia,2021,Percentage of individuals using the internet,68.3,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
788,Tunisia,2022,Percentage of individuals using the internet,70.6,Estimate.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
788,Tunisia,2023,Percentage of individuals using the internet,72.4,Estimate.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
792,Türkiye,2005,Percentage of individuals using the internet,15.5,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
792,Türkiye,2010,Percentage of individuals using the internet,39.8,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
792,Türkiye,2015,Percentage of individuals using the internet,53.7,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
792,Türkiye,2020,Percentage of individuals using the internet,77.7,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
792,Türkiye,2021,Percentage of individuals using the internet,81.4,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
792,Türkiye,2022,Percentage of individuals using the internet,83.4,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
792,Türkiye,2023,Percentage of individuals using the internet,86.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
795,Turkmenistan,2005,Percentage of individuals using the internet,1.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
795,Turkmenistan,2010,Percentage of individuals using the internet,3.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
795,Turkmenistan,2015,Percentage of individuals using the internet,15.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
798,Tuvalu,2005,Percentage of individuals using the internet,8.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
798,Tuvalu,2010,Percentage of individuals using the internet,14.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
798,Tuvalu,2015,Percentage of individuals using the internet,27.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
798,Tuvalu,2020,Percentage of individuals using the internet,61.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
798,Tuvalu,2021,Percentage of individuals using the internet,73.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
798,Tuvalu,2022,Percentage of individuals using the internet,73.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
798,Tuvalu,2023,Percentage of individuals using the internet,74.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
800,Uganda,2005,Percentage of individuals using the internet,1.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
800,Uganda,2010,Percentage of individuals using the internet,4.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2025."
