"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Cód.";"Município";"Ano x Tipo de rebanho"
"Cód.";"Município";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024"
"Cód.";"Município";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino"
"1505601";"Peixe-Boi (PA)";"2420";"1949";"1968";"1988";"2100";"2400";"4631";"5631";"6594";"5990";"9130";"7914";"8156";"10247";"12296";"10500";"11500";"11750";"12300";"12950";"13590";"13950";"6400";"7150";"8500";"9000";"9300";"7200";"7600";"8515";"12835";"14288";"15772";"12561";"11694";"12977";"11384";"12917";"13870";"14923";"13673";"13901";"13703";"15500";"14475";"12969";"16637";"16502";"16271";"17706";"17760"
"1505635";"Piçarra (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"212000";"245920";"196000";"328986";"269403";"268134";"288818";"299545";"281685";"251654";"251492";"259237";"281408";"307985";"338852";"350801";"338037";"347322";"369301";"378248";"396344";"382521";"376647";"387321";"407513";"420686";"398266";"407690"
"1505650";"Placas (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"22000";"25000";"60000";"68000";"62000";"50142";"62756";"66257";"74174";"78658";"59450";"87605";"90381";"90823";"72122";"102831";"116124";"127830";"132387";"135286";"140977";"140480";"146015";"155280";"165125";"176040";"206724";"243393"
"1505700";"Ponta de Pedras (PA)";"91962";"69724";"68330";"67953";"69776";"73209";"12179";"12787";"13682";"82551";"90806";"44665";"51301";"61453";"68452";"48500";"43600";"25400";"27686";"28516";"29941";"35929";"40033";"42100";"40847";"42030";"42950";"40300";"39100";"37460";"38481";"39250";"38857";"39878";"40077";"40900";"41022";"41227";"35198";"56178";"46370";"42380";"43800";"39849";"34859";"36123";"34430";"36600";"35890";"35100";"31870"
"1505809";"Portel (PA)";"120";"926";"2417";"1476";"690";"800";"22859";"26393";"31106";"31100";"33230";"38786";"82600";"241900";"242720";"35000";"42680";"51100";"53500";"52350";"46495";"46580";"44382";"30200";"21300";"24820";"22500";"14200";"12150";"12350";"11805";"12805";"12830";"11748";"11568";"10950";"11200";"10640";"10945";"10390";"10950";"14700";"15820";"15900";"15904";"18210";"21534";"38470";"54196";"101533";"110495"
"1505908";"Porto de Moz (PA)";"12558";"13543";"14355";"14499";"14597";"4200";"2354";"2684";"3247";"3701";"3768";"5196";"5453";"5685";"5829";"7272";"7710";"8210";"7800";"8150";"8650";"8780";"8345";"8645";"8956";"9150";"9516";"12850";"17850";"18742";"20451";"20241";"20853";"47913";"48215";"51107";"53662";"56077";"57759";"20278";"50030";"46670";"51433";"52918";"46893";"46900";"56934";"68230";"56934";"70543";"75816"
"1506005";"Prainha (PA)";"33360";"24676";"24799";"25047";"25300";"27700";"70749";"72164";"88895";"106672";"140807";"90987";"174157";"180627";"181067";"60000";"61800";"62727";"64200";"69000";"72000";"72500";"59447";"61230";"60006";"61806";"62609";"63861";"65138";"66440";"79581";"95497";"100986";"102125";"113821";"115630";"121412";"127482";"131306";"114548";"119353";"110494";"114728";"123652";"110253";"110500";"140686";"155337";"154900";"155337";"174789"
"1506104";"Primavera (PA)";"2850";"1910";"1920";"1939";"2100";"2300";"2877";"3070";"3826";"3370";"3241";"3550";"3926";"2865";"3150";"2210";"2320";"2500";"2625";"2775";"2913";"3019";"2650";"2135";"2300";"2500";"2590";"2330";"2420";"1670";"1080";"3715";"4240";"2484";"2505";"3158";"2878";"2800";"3520";"3170";"3070";"2842";"2629";"2176";"2500";"2554";"3097";"3465";"4283";"5257";"5897"
"1506112";"Quatipuru (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"700";"710";"800";"830";"650";"678";"955";"520";"1449";"1603";"1504";"1583";"1951";"1006";"862";"1350";"1268";"1070";"947";"821";"862";"821";"767";"856";"652";"719";"778";"824"
"1506138";"Redenção (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"119300";"121000";"138135";"176811";"193014";"257870";"335241";"331126";"451861";"474454";"395842";"386746";"367644";"154087";"163332";"155165";"152813";"256267";"260112";"269215";"273412";"389331";"376011";"294304";"181384";"161725";"183150";"204296";"223091";"235413";"257915";"279554";"294355";"280700";"280022";"278547";"289196";"295411";"323258";"329153";"315521";"318443"
"1506161";"Rio Maria (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"73600";"75000";"121644";"145972";"157864";"420954";"378049";"405936";"395391";"415160";"426230";"340984";"375082";"218025";"248117";"250281";"287823";"309104";"253349";"283541";"302277";"300329";"303264";"277340";"271258";"256328";"274284";"299016";"335105";"330730";"332038";"361260";"361702";"370700";"394932";"401361";"421490";"457862";"501659";"523041";"515019";"516353"
"1506187";"Rondon do Pará (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"163400";"167620";"235372";"196960";"314455";"279300";"301600";"312200";"315600";"317850";"165290";"165380";"181918";"123427";"142175";"162000";"136144";"168828";"234090";"290430";"292290";"288105";"360598";"373218";"352289";"372146";"371971";"349871";"340797";"331120";"347978";"365086";"363814";"336254";"340539";"331090";"329133";"360559";"357772";"365000";"374950";"385930"
"1506195";"Rurópolis (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"15000";"16800";"17400";"25000";"30000";"32000";"40000";"30244";"32000";"35000";"39200";"50000";"50000";"57962";"59599";"88226";"105872";"115984";"117821";"102000";"112044";"114000";"116907";"123990";"136626";"142087";"145251";"152471";"159930";"158534";"164522";"174365";"181438";"175512";"196228";"217200"
"1506203";"Salinópolis (PA)";"230";"241";"272";"300";"320";"430";"263";"254";"286";"282";"273";"87";"140";"212";"255";"262";"263";"280";"300";"330";"338";"385";"350";"395";"412";"450";"500";"550";"587";"689";"550";"222";"258";"35";"41";"39";"38";"18";"21";"30";"250";"234";"496";"350";"417";"381";"26";"214";"247";"151";"135"
"1506302";"Salvaterra (PA)";"15856";"16508";"17498";"18458";"18993";"21800";"20331";"20300";"18800";"19400";"21730";"17920";"18438";"17200";"18876";"20764";"24916";"21920";"19850";"21050";"21930";"22785";"16800";"18860";"18290";"17925";"18350";"16830";"16490";"15830";"15200";"15504";"15581";"15628";"15706";"15784";"15862";"15909";"8412";"8418";"6890";"6740";"6100";"5152";"5845";"6200";"6190";"6200";"6890";"7790";"6895"
"1506351";"Santa Bárbara do Pará (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"1000";"1050";"1100";"174";"1178";"1205";"2580";"2700";"2820";"2940";"3450";"2980";"1137";"1350";"901";"1000";"1220";"712";"623";"564";"1403";"805";"1326";"1200";"1220";"1060";"881";"732";"1845";"2293";"3012";"2786"
"1506401";"Santa Cruz do Arari (PA)";"45537";"44612";"46551";"48158";"49651";"51140";"41347";"41200";"38100";"39200";"43830";"45780";"50818";"45170";"59165";"76915";"85230";"68184";"59700";"63879";"67264";"69930";"38950";"44380";"41170";"39500";"38700";"35800";"34730";"33480";"32300";"32946";"32946";"33110";"33275";"35438";"35615";"36683";"23759";"26883";"27040";"26567";"23500";"18963";"22185";"25289";"25315";"22189";"25671";"27150";"25178"
"1506500";"Santa Izabel do Pará (PA)";"615";"541";"545";"560";"840";"910";"3345";"2512";"2644";"3188";"4653";"12812";"19135";"24558";"20750";"21995";"15396";"16100";"16260";"16422";"17735";"19300";"6859";"15320";"16136";"16942";"17385";"12500";"12540";"14385";"19234";"16894";"16996";"13490";"14000";"17302";"18519";"17895";"16831";"20372";"15498";"17453";"19552";"23350";"20569";"18852";"21069";"19115";"23157";"30292";"32330"
"1506559";"Santa Luzia do Pará (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"19700";"20500";"21100";"14650";"15500";"16300";"17500";"18200";"27300";"28200";"60184";"65981";"83039";"87200";"93430";"81745";"78117";"68738";"67065";"70940";"75367";"74668";"73875";"73381";"68600";"72908";"68975";"76895";"74749";"80653";"75698";"72491"
"1506583";"Santa Maria das Barreiras (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"124741";"126087";"129693";"133583";"138926";"128319";"140509";"171486";"178346";"175209";"177311";"351005";"354516";"358061";"386705";"564019";"596981";"615056";"559603";"435332";"432749";"475231";"516576";"478639";"498664";"544541";"597906";"627470";"619036";"614686";"608379";"602445";"631667";"659480";"632367";"632899"
"1506609";"Santa Maria do Pará (PA)";"590";"286";"286";"280";"500";"850";"2186";"2095";"2630";"2880";"3140";"5084";"5257";"5414";"6183";"8038";"8500";"9875";"10660";"12500";"13000";"14950";"9263";"9263";"10143";"11664";"12500";"7020";"13443";"13304";"15676";"14300";"14578";"27644";"25156";"13867";"13214";"14312";"13589";"15141";"15524";"15612";"14658";"8300";"16408";"16026";"17717";"20846";"20950";"22020";"21722"
"1506708";"Santana do Araguaia (PA)";"23085";"85306";"85732";"101380";"118590";"120000";"186247";"219255";"250520";"277700";"291900";"206769";"279136";"327792";"402471";"291828";"319648";"384691";"407772";"418813";"336198";"342310";"230141";"225539";"213974";"217184";"331264";"332921";"344573";"369303";"565775";"571606";"492022";"475412";"485859";"505114";"545523";"594074";"613152";"663655";"613911";"564445";"566729";"551737";"558402";"498656";"551286";"612172";"611267";"621904";"637937"
"1506807";"Santarém (PA)";"62660";"44728";"44951";"45401";"46536";"50703";"86797";"91136";"105262";"112630";"145059";"85647";"90357";"96230";"93630";"84000";"87000";"82000";"85000";"87500";"90000";"92000";"105400";"80000";"85000";"95000";"105332";"100000";"95000";"106088";"153115";"133218";"126935";"104529";"130613";"116503";"132008";"118861";"138911";"129954";"132300";"115052";"113620";"118897";"120537";"118450";"125943";"128258";"125237";"128750";"124078"
"1506906";"Santarém Novo (PA)";"170";"94";"94";"95";"280";"310";"208";"220";"238";"273";"288";"524";"537";"555";"610";"615";"643";"680";"750";"1400";"1850";"1980";"2435";"2515";"2580";"2673";"2750";"2700";"2830";"2215";"6421";"5102";"5830";"4615";"4463";"4251";"3144";"3548";"3651";"3720";"4238";"3843";"3350";"3540";"4266";"2720";"4011";"3843";"4010";"3677";"2971"
"1507003";"Santo Antônio do Tauá (PA)";"250";"179";"183";"187";"210";"950";"1664";"1980";"2287";"2900";"4140";"2618";"3310";"4460";"4643";"4143";"4019";"4000";"4380";"5201";"5180";"5750";"4061";"4061";"3820";"4000";"4150";"5450";"6250";"5640";"5640";"6500";"6750";"2264";"2270";"5401";"5361";"5401";"5411";"6112";"6579";"4750";"4470";"61405";"60630";"56466";"7748";"6330";"6025";"6091";"6204"
"1507102";"São Caetano de Odivelas (PA)";"280";"445";"447";"462";"500";"610";"1245";"1351";"1511";"1328";"1360";"1990";"2080";"2750";"2928";"2910";"3056";"3810";"3922";"4657";"4424";"4400";"1939";"1939";"2000";"6000";"6100";"5800";"6090";"5850";"5000";"693";"720";"469";"470";"831";"750";"1454";"731";"1310";"1210";"1512";"919";"2228";"2292";"1896";"1551";"1959";"2228";"4276";"4643"
"1507151";"São Domingos do Araguaia (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"38500";"40000";"38800";"51500";"53000";"55100";"55000";"52700";"52500";"84000";"87000";"178024";"180095";"135100";"115000";"121200";"128000";"140000";"138000";"125000";"120000";"145000";"150000";"173736";"170220";"162368";"172623";"180390";"187678";"188000";"165000";"180616"
"1507201";"São Domingos do Capim (PA)";"36000";"68676";"76413";"91700";"96228";"110500";"189373";"195190";"231750";"71300";"98200";"36624";"37270";"38850";"53000";"55000";"58000";"66700";"78706";"27195";"29778";"33351";"10738";"10738";"11360";"11200";"12544";"15805";"16591";"15984";"20070";"21578";"22910";"13446";"13715";"15568";"33950";"30555";"23133";"35118";"38636";"37750";"42543";"15637";"38932";"43838";"47861";"55062";"57432";"49977";"54235"
"1507300";"São Félix do Xingu (PA)";"197";"89";"90";"91";"95";"120";"22534";"24494";"25193";"27394";"29962";"32000";"34620";"40341";"70028";"31861";"34637";"37962";"40512";"60700";"72840";"91050";"147826";"216699";"242703";"291243";"682407";"1030019";"1157707";"1264991";"1527017";"1581518";"1596411";"1653231";"1812870";"1912009";"2022366";"2101726";"2143760";"2282445";"2213310";"2222949";"2200338";"2240496";"2256734";"2241537";"2361887";"2468764";"2522608";"2452095";"2519911"
"1507409";"São Francisco do Pará (PA)";"192";"404";"449";"488";"537";"1258";"1912";"2103";"2521";"3025";"3327";"5758";"6331";"7420";"9900";"9480";"9450";"11529";"13840";"14800";"13500";"13400";"7680";"7680";"8830";"8950";"8500";"8400";"9000";"10360";"11436";"12635";"12743";"9507";"10077";"13375";"11767";"12110";"14258";"14406";"14705";"15227";"15573";"12611";"17562";"17433";"17374";"19277";"20251";"22104";"22916"
"1507458";"São Geraldo do Araguaia (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"198819";"219348";"233061";"298412";"357000";"340000";"310000";"390000";"188000";"225600";"180400";"195000";"185000";"249000";"255000";"423624";"392648";"330200";"275000";"292500";"312000";"330000";"350000";"355000";"350000";"395000";"375000";"389309";"398801";"353876";"379623";"376712";"385545";"405000";"382500";"385033"
"1507466";"São João da Ponta (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"1284";"1500";"1480";"1500";"1300";"1196";"750";"650";"900";"926";"9076";"9348";"953";"897";"654";"564";"654";"541";"685";"1632";"829";"901";"957";"913";"1332";"1454";"1293";"1290"
"1507474";"São João de Pirabas (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"1050";"1080";"1100";"1050";"1100";"1160";"1210";"710";"775";"810";"900";"920";"850";"800";"850";"9784";"3668";"3975";"4042";"4315";"3139";"2995";"1878";"1895";"2502";"3703";"3858";"4645";"4000";"3312";"3408";"4341";"5641";"5359";"5504";"5443"
"1507508";"São João do Araguaia (PA)";"19661";"53999";"54000";"55911";"51200";"53760";"150497";"173000";"198000";"217000";"220000";"132384";"138000";"143500";"145600";"52350";"55200";"51000";"52500";"16500";"17100";"16300";"29700";"28900";"29700";"29000";"30000";"29500";"16600";"19500";"56313";"56519";"48600";"60750";"55400";"58000";"59500";"60600";"51500";"49500";"52000";"56500";"78438";"93084";"80304";"88100";"105280";"131830";"130550";"120600";"121088"
"1507607";"São Miguel do Guamá (PA)";"2125";"1387";"1400";"1410";"1880";"2100";"6097";"5300";"9460";"9820";"10380";"7613";"7806";"8068";"8977";"11042";"11925";"14906";"16760";"17567";"18000";"18921";"21087";"21087";"23196";"25980";"26500";"21500";"52500";"63900";"34127";"42225";"43660";"24914";"27156";"37012";"36800";"36200";"37319";"38834";"41430";"45400";"42543";"28085";"43702";"40166";"37365";"41610";"46400";"43335";"42836"
"1507706";"São Sebastião da Boa Vista (PA)";"11";"-";"-";"-";"-";"-";"9";"10";"12";"14";"-";"4";"7";"10";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"377";"377";"165";"-";"101";"111";"98";"98";"90";"93";"79";"70";"69";"56";"49";"54";"50";"70";"200";"214"
"1507755";"Sapucaia (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"314281";"408565";"449421";"150450";"176641";"170222";"190068";"195770";"190417";"171303";"187872";"175341";"176445";"136323";"128891";"145035";"125384";"143140";"152077";"152654";"156093";"155754";"163086";"161094";"165633";"168984";"182126";"169191"
"1507805";"Senador José Porfírio (PA)";"816";"1046";"1234";"1374";"1350";"1480";"10236";"14070";"14819";"16122";"17542";"18640";"20865";"22350";"27300";"30000";"32000";"30000";"45000";"40000";"35000";"40000";"26367";"9000";"9585";"11080";"12742";"21385";"26938";"30900";"36546";"45432";"57396";"60899";"48105";"52427";"44467";"57029";"64208";"68790";"70379";"73405";"71425";"70300";"79920";"80557";"97653";"116862";"137302";"168265";"167629"
"1507904";"Soure (PA)";"102109";"83365";"83781";"84940";"88167";"95860";"98000";"98830";"92700";"97400";"104250";"86750";"97120";"90270";"101103";"111213";"133456";"118440";"108135";"113540";"116950";"119560";"80300";"72508";"66700";"65000";"66620";"65750";"64400";"61800";"19735";"93197";"30227";"30378";"30530";"30683";"30836";"31624";"34136";"53654";"36890";"39897";"36865";"35789";"36198";"35728";"36130";"39890";"38400";"38680";"34740"
"1507953";"Tailândia (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"28000";"28860";"30300";"32000";"32500";"35000";"40000";"30515";"32000";"32500";"35000";"60000";"62000";"70000";"79426";"90362";"99584";"99850";"53500";"93863";"89929";"80354";"83824";"83470";"63";"80804";"74987";"83175";"78683";"79557";"85986";"86100";"86300";"86500";"87000";"102216"
"1507961";"Terra Alta (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"1500";"1400";"1560";"3000";"3000";"3120";"3120";"3180";"3466";"4338";"4431";"5320";"6930";"7134";"5382";"5390";"4102";"3768";"3816";"3039";"4311";"4838";"4912";"4284";"2056";"3390";"3212";"4548";"4615";"5641";"6236";"7132"
"1507979";"Terra Santa (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"28560";"30850";"35000";"32162";"32162";"34734";"36123";"41541";"47772";"57326";"60192";"50000";"52000";"35000";"40000";"47178";"39157";"38373";"25000";"27325";"36672";"35419";"30133";"33442";"36177";"29557";"28466";"29341";"32706";"33500";"36730";"45931"
"1508001";"Tomé-Açu (PA)";"2418";"3469";"7748";"7741";"7892";"8500";"4670";"10000";"12315";"15145";"18735";"51741";"54600";"57260";"60236";"65300";"70850";"69380";"99850";"149775";"157263";"165126";"58365";"64785";"67893";"143435";"144246";"150000";"154320";"161041";"140268";"149572";"157000";"132623";"165000";"110080";"116021";"108214";"110739";"94385";"99782";"100550";"101641";"95471";"99534";"105335";"116686";"126689";"136667";"149710";"157464"
"1508035";"Tracuateua (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"7100";"6600";"6700";"7200";"7560";"7830";"8100";"12800";"16207";"15127";"28597";"25199";"10845";"10330";"10489";"11169";"11308";"11323";"10086";"10186";"10201";"10064";"9635";"12740";"15114";"14117";"15299";"15684"
"1508050";"Trairão (PA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"6000";"9000";"15000";"17670";"18200";"19650";"20000";"20400";"25000";"27000";"28753";"36686";"44053";"53815";"68497";"46972";"65262";"77972";"86865";"86478";"96839";"96562";"95934";"102281";"108399";"106543";"111577";"114508";"122795";"162817";"164823";"164736"
